id,joke,label
312,一个姓魏的男子问老婆：人家高某人的孩子叫高利贷，我们给孩子取个怎么样的有钱的名字呢？ 老婆回答：我们的孩子更容易取名字，干脆叫魏生金(卫生巾)！,1
313,我有一个计算器，现在我不能没有它。我有一个拼写检查器，我不能再写它了。我有一个吹风机，现在我的头发不会自行干燥。,0
314,儿子：“爸爸，什么是压台戏？” “就是最后演出的好节目。” 儿子：“那我是最好的学生了，这次考试出榜，我的名字放在了最后面。”,1
315,想想没有人知道你还活着？尝试错过付款。,0
316,如果天才是百分之一的灵感和99％的汗水，我最终会与很多聪明人分享电梯。,1
317,一个人在生命的前半部分学习习惯，缩短了他生命的另一半。,0
318,经常使用会磨损任何东西......特别是朋友。,1
319,如果不是所有课程，学院都会很棒。,1
320,银行是一个在天气晴朗时借给你一把伞的地方，并在下雨时要求它回来。,1
321,"一天语文课上，老师让小明用大吃一惊造句。 小明站起来大声说道：在上学的路上我看到一堆牛屎，我大吃一斤。 老师愕然,道:海量,海量。",1
322,爱情就像一个沙漏，随着大脑的清空，心脏充盈。,1
323,“你知道小明在哪里吗？” “如果他有钱，就在玩电子游戏机；如果他没钱，就在看别人玩电子游戏机。”,1
324,大约一个星期后，我问她是怎么回事。,0
325,女人一生之中最成功的事情之一，便是选了一个对的男人。,1
326,我终于看明白了， 在马航失联飞机搜救行动中， 越南扮演的角色就是当年班里 喜欢给班主任打小报告的同学。,1
327,我胖我可以减下去，你矮就没人能救得了你了。,1
328,亵渎是一个不善言辞的@ss洞的拐杖。,0
329,当蜘蛛网团结起来时，它们可以捆绑一只狮子。,0
330,大多数计算机问题都是由椅子和键盘之间松动的螺母引起的。,1
331,发生交通意外，许多人围观，一名记者挤不进去，灵机一动他大喊：我是伤者的儿子，请让让！ 围观者果然让开一条路，那位记者过去一看，压死的是一只狗！,1
332,声音在我的头脑中举行了一次大会。愤怒与嫉妒结合。,1
333,甲：这带恐怕大宽！ 店员：不，穿上去就紧了。 乙：这带，大紧吧？ 店员：穿穿就宽了。,1
334,如果笑是最好的药，我们不应该调节吗？,0
335,一个电工走入手术室，对一位戴着氧气罩的垂危病人说道：喂！你听好，好好深呼吸，我需要停电五分钟！,1
336,如果你从不害怕，尴尬或受伤，那就意味着你永远不会冒险。,0
337,一个男生端着盆去学校的公共澡堂去洗澡，突然迎面碰见其心仪以久的女生和两个同伴刚洗完澡回来，他心里一慌，和她们打招呼问道：澡堂里人多不多？,1
338,学生：老师，您在我的练习本上写的什么？ 老师：要把字写清楚。,1
339,低于平均飞行员：起飞和降落的次数不等。,0
340,他说......我不认识孩子......他们可以藏起这么多地方。,0
341,下次你想抱怨时，请记住：你的垃圾处理可能比这世界上百分之三十的人吃得更好。,0
342,麦克:对不起，我迟到了，老师，我梦见了一场足球赛。 老师:那为什么会使你迟到呢？ 麦克:因为两队不分胜负，打了加时。,1
343,如果你是女性，不要担心，我有足够的钱。,0
344,一哥们突然爆出句惊人之语： 老大以后再见到你，估计只能下载啦！,1
345,丈夫：你那么小人，怎么占那么大地儿！ 妻子：那当然，我得翻身，还得伸懒腰呢！,1
346,教师解释的时间与学生保留的信息成反比。,1
347,除非你是主角，否则观点永远不会改变。,1
348,如果你重视自己的生命，就像我重视这款车一样，不要碰它！,1
349,如果她有一个无聊的重复工作，低薪，这是剥削。,0
350,敏感的人，都是很自尊与很自傲的，同时也有着自卑的情结。,1
351,发令枪一响，选手们纷纷倒地血流不止。,1
352,障碍是当你把目光从目标上移开时你看到的那些可怕的东西。,0
353,星期三为什么大多数人周末都会被称为“驼峰日”？,1
354,和同事去街逛的时候，发现水货市场那里卖的数码产品居然有真货。,1
355,妈妈问女儿：“宝贝，等你到了妈妈这岁数，你最想做什么？” 女儿：“这还用问，减肥呗。”,1
356,勇气不是没有恐惧，而是克服它的能力。,1
357,中年是指您选择谷物作为纤维，而不是玩具。,0
358,家里安了防盗门、防盗窗，却总是丢钥匙，然后请开锁高手撬自己家里的门。,1
359,"一句话道出人生最大的悲剧和幸运：“我是我妈去打胎时候忘带钱,才活下来的”",1
360,耶稣拯救，阿拉宽恕，克苏鲁认为你做了一个漂亮的三明治。,1
361,男脱下衣服给女友看二头肌说：这相当于五十公斤炸药。 又脱下裤子指着大腿说：这相当于一百公斤炸药。 接着脱下内裤，女友夺门狂奔，惊叫道：天呐！引线这么短！,1
362,电子邮件：这是一个粘贴。给我你的信用卡号码，否则我会入侵你的电脑。,1
363,一大学生 最低奋斗目标：农妇，山泉，有点田。,1
364,任何人都可以戒烟，需要一个真正的男人来对抗癌症。,0
365,如果你不知道你要去哪里，你必须要小心，因为你可能无法到达那里。,0
366,通货膨胀：在不损坏纸张的情况下将资金减半。,1
367,小话梅：“妈妈，我今天不舒服，可以不上学吗？” 大话梅：“哪里不舒服？” 小话梅：“我觉得全身都好酸啊，真的。”,1
368,今天拿到了照片，仔细一看，所有坚挺的中指都被P成了多啦A梦的小拳头。,1
369,掉落的坚果将寻求最低级别的可访问性。,0
370,某君四十而谢顶，终日忧烦，一日见报上有治秃秘方的广告，大喜，立即汇款邮购。数日后收到回信：请问您要假发还是帽子？,1
371,汽车人造成事故。汽车事故给人们带来了麻烦。,1
372,都说从此天涯陌路，什么是天涯？转身，背向你，此刻已是天涯。,1
373,历历（3岁）：妈妈， 妈妈，不好了。 妈妈：怎么了？ 历历：我肚子疼，会不会是得了宫外孕！ 妈妈：……,1
374,女：“你跟我说话怎么老嚼着糖？” 男：“不嚼糖哪来那么多甜言蜜语呀。,1
375,课堂上，老师提问：知道鲁迅吗？ 某生很自信：当然知道。当红明星嘛。全班哄堂大笑。 老师气得大摇其头：无知啊无知。 该生一脸茫然：我天天都看娱乐新闻的……,1
376,你的手臂几乎太短，无法阅读报纸。,1
377,问“我可以问你一个问题吗？”的人 没有真正给我一个选择，是吗？,1
378,顾客：你辣椒辣不辣啊？ 小贩：不知道… 顾客：自己东西不知道，神经病。 小贩：……,1
379,我没睡觉。我正在测试键盘的流口水阻力。,1
380,闹钟是用于唤醒没有小孩的人的装置。,1
381,善良的人不需要法律来告诉他们采取负责任的行动，而坏人会找到解决法律的方法。,1
382,警告 - 其中一些非常深！不要伤害自己！,0
383,四名金发女郎在车祸中死亡时的悲剧是什么？,0
384,前几日和朋友一起吃饭，席间说到娶老婆的事情。朋友的妻子比他大，我问他为啥找了一个比他大的。 朋友答：“同样花钱谁不挑大的。”,1
385,我们有两只耳朵和一只舌头，同样使用它们。,0
386,甲：“王夫人结婚前，大家都称呼她什么？” 乙：“周夫人，陆夫人……”,1
387,紫薇屡屡呕吐，去医院看。 医生说：“你被福射了。”,1
388,人家后台很硬，我家后墙很硬。,1
389,儿子说：宝宝先蹲在妈妈肚子里，然后就爬爬爬到妈妈的嘴里，妈妈就我呸一吐，小孩子就出来了！,1
390,你认为你的妈妈和爸爸有什么共同点？,0
391,在得知司机生气后，迪做了什么？,0
392,我喜欢结婚。很高兴找到一个你想要在余生中惹恼的特殊人物。,0
393,我必须立即停止，我的手指变得嘶哑！,0
394,此次起床共用了5分钟，你已击败了全国88%学生，寝室还有一位同学起床失败，正在重起，隔壁宿舍全部死机！,1
395,我修完出租车到家和老婆说，这车一到关键时候就掉链子。 我老婆过来就说，这车还有链子呀，我怎么不知道。,1
396,加拿大人在他们友好时比美国人粗鲁时更有礼貌。,0
397,经常听同事讲另一女同事他二姨，他二姨....以为他们是亲戚，后来才知他讲的是：猪八戒他二姨。,1
398,穿羊皮衣服的狼需要专业的帮助。,1
399,为什么，哦，为什么，主啊，你也创造了愚蠢的人吗？,1
400,领导们和我们的区别就在于，他们走红地毯，而我们走斑马线。,1
401,有个行人在十字路口被车撞伤送进医院。 他躺在病床上感慨地说：“十字路口真不吉利。” 医生问他为什么，他回答说：“那路口的形状和医院的标志太相似了。”,1
402,一个专做投机生意的商人，正在房中盘算证券价值时，他太太忽然自楼梯失足滑下来，女佣人忙跑来告诉他：老爷，太太跌下去了！ 他大声叫道：跌了吗？立即抛掉。,1
403,卖瓜的小贩：快来买西瓜，不甜不要钱！ 饥渴的路人：哇！太好了。老板，给我来一个不甜的。,1
404,当你是绿色的，你正在成长，所以保持绿色。,0
405,周末，父亲把六个孩子召集在一起：现在我们来评选这个星期最听妈妈话的乖孩子。谁可以当选啊？ 六个孩子异口同声地说：爸爸！,1
406,祝愿天下有情人都是失散多年的兄妹。,1
407,车辙和坟墓之间的唯一区别是深度。,1
408,我真的不喜欢可卡因......我只是喜欢它的味道。,0
409,诚实是建立关系的关键。如果你可以假装那个，那你就进去了。,0
410,医生刚给个小学生扎手指查血。 针刚扎，小学生放了个巨响的屁， 他那彪悍的老妈说道：“呀，还给你扎漏气儿了啊？”,1
411,砍价的时候带着老公，真是件要人命的事！ 一件衣服卖189，老婆心里正掂量：直接从100块开始砍呢，还是从120砍呢？ 老公突然出现：“180卖不卖？”,1
412,为有文化的父母的孩子的玩具店：玩具是我们。,1
413,如何成为不朽：明天再读一遍并遵循其建议。,1
414,他会在一个停车场的水坑里超出他的深度。,1
415,你睡的好吗？“不，我犯了几个错误。”,0
416,一小伙装干净，一天老远发现一挑大粪的农夫。就开始捂着口鼻前行，到了靠近粪桶的时候实在憋不住了，开始大口喘气，农夫自语道；“还有这喜好！！！”,1
417,baby看到她妈妈将超市里的东西藏在衣服里就问妈妈： 妈妈，你为什么不把东西放在篮子里呢？ 妈妈：这样省塑料袋啊,1
418,上帝爱愚蠢的人。这就是为什么他做了这么多。,1
419,一名男子去看医生，因为他患有严重的感冒。,0
420,只想优美转身，不料华丽撞墙。,1
421,我自言自语地说：“算个账也让人这么挠头，弄钱、弄账的事真麻烦。” 一旁的儿子忙说：“妈妈，给我吧，我不嫌麻烦。”,1
